Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Vehicle_driver_relation,Types_of_Junction,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Pedestrian_movement,Cause_of_accident,Accident_severity
10:47:00,Thursday,31-50,Male,Employee,Y Shape,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,No distancing,Slight Injury
10:47:00,Thursday,31-50,Male,Employee,Y Shape,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury
15:00:00,Thursday,18-30,Male,Employee,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
15:00:00,Thursday,18-30,Male,Employee,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Unknown,Not a Pedestrian,Changing lane to the right,Slight Injury
18:40:00,Thursday,18-30,Male,Employee,Y Shape,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
3:55:00,Monday,18-30,Male,Employee,No junction,Wet or damp,Darkness - lights lit,Raining and Windy,Collision with roadside objects,0.2,0.2,Unknown,Not a Pedestrian,Moving Backward,Slight Injury
3:55:00,Monday,18-30,Male,Employee,No junction,Wet or damp,Darkness - lights lit,Raining and Windy,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,Turnover,Slight Injury
3:55:00,Monday,18-30,Unknown,Employee,No junction,Wet or damp,Darkness - lights lit,Raining and Windy,Collision with roadside objects,0.2,0.2,Moving Backward,Not a Pedestrian,Changing lane to the right,Slight Injury
17:45:00,Sunday,31-50,Male,Employee,Crossing,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.4000000000000001,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
17:45:00,Sunday,18-30,Male,Employee,Crossing,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.4000000000000001,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
17:45:00,Sunday,18-30,Male,Employee,Crossing,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.4000000000000001,Moving Backward,Not a Pedestrian,Moving Backward,Slight Injury
17:45:00,Sunday,18-30,Male,Employee,Crossing,Dry,Darkness - lights lit,Normal,Collision with roadside objects,0.2,0.4000000000000001,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
19:10:00,Friday,31-50,Male,Owner,Crossing,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,0.0,0.0,Turnover,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Overturning,Slight Injury
10:13:00,Thursday,31-50,Male,Owner,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,No distancing,Serious Injury
10:13:00,Thursday,Over 51,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Driving carelessly,Serious Injury
9:48:00,Friday,Under 18,Male,Employee,Crossing,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Unknown,Not a Pedestrian,No distancing,Slight Injury
9:48:00,Friday,18-30,Male,Employee,Crossing,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
16:20:00,Monday,18-30,Male,Employee,Y Shape,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury
16:20:00,Monday,18-30,Unknown,Employee,Y Shape,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
19:40:00,Thursday,18-30,Male,Employee,Y Shape,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
16:53:00,Wednesday,18-30,Male,Employee,Y Shape,Dry,Darkness - lights lit,Normal,Collision with roadside objects,0.0,0.0,Reversing,Not a Pedestrian,Changing lane to the left,Slight Injury
12:55:00,Wednesday,31-50,Male,Employee,No junction,Dry,Daylight,Normal,Collision with roadside objects,0.0,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
19:32:00,Friday,31-50,Unknown,Employee,Y Shape,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,0.2,0.2,Moving Backward,Not a Pedestrian,Changing lane to the left,Slight Injury
19:32:00,Friday,18-30,Male,Employee,Y Shape,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,No distancing,Slight Injury
17:35:00,Saturday,18-30,Male,Employee,Crossing,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,No distancing,Slight Injury
17:35:00,Saturday,Over 51,Male,Employee,Crossing,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,No distancing,Slight Injury
17:35:00,Saturday,Over 51,Male,Employee,Crossing,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
18:40:00,Tuesday,18-30,Male,Employee,Crossing,Dry,Darkness - lights lit,Normal,Collision with pedestrians,0.2,0.0,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
18:40:00,Tuesday,18-30,Male,Employee,Crossing,Dry,Darkness - lights lit,Normal,Collision with pedestrians,0.2,0.0,Turnover,Not a Pedestrian,Moving Backward,Slight Injury
15:47:00,Thursday,31-50,Male,Employee,Y Shape,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
14:57:00,Sunday,Under 18,Male,Employee,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
17:25:00,Friday,31-50,Male,Employee,Y Shape,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,0.2,0.2,Moving Backward,Not a Pedestrian,Overtaking,Serious Injury
17:25:00,Friday,31-50,Male,Employee,Y Shape,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,Other,Serious Injury
17:25:00,Friday,31-50,Male,Employee,Y Shape,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,Other,Serious Injury
17:22:00,Sunday,Over 51,Male,Employee,Crossing,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,Changing lane to the right,Serious Injury
17:22:00,Sunday,Under 18,Male,Other,Crossing,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.2,Other,Not a Pedestrian,No priority to pedestrian,Serious Injury
16:05:00,Monday,18-30,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.4000000000000001,0.0,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
16:05:00,Monday,31-50,Male,Owner,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.4000000000000001,0.0,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
16:05:00,Monday,18-30,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.4000000000000001,0.0,Turnover,Not a Pedestrian,Changing lane to the left,Slight Injury
9:00:00,Thursday,18-30,Male,Employee,Crossing,Wet or damp,Daylight,Other,Collision with roadside objects,0.2,0.0,Moving Backward,Not a Pedestrian,Overtaking,Slight Injury
9:00:00,Thursday,18-30,Male,Other,Crossing,Wet or damp,Daylight,Other,Rollover,0.2,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
8:55:00,Saturday,18-30,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
10:44:00,Friday,31-50,Male,Owner,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
16:18:00,Wednesday,18-30,Male,Owner,Unknown,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.0,0.0,Reversing,Not a Pedestrian,Changing lane to the left,Slight Injury
17:21:00,Thursday,18-30,Male,Employee,No junction,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.6000000000000001,0.2,Going straight,Not a Pedestrian,No distancing,Slight Injury
17:21:00,Thursday,31-50,Male,Employee,No junction,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.6000000000000001,0.2,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
17:21:00,Thursday,31-50,Male,Employee,No junction,Wet or damp,Darkness - lights lit,Normal,Collision with roadside objects,0.6000000000000001,0.2,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury
17:21:00,Thursday,31-50,Male,Owner,No junction,Wet or damp,Darkness - lights lit,Normal,Collision with roadside objects,0.6000000000000001,0.2,Parked,Not a Pedestrian,Driving carelessly,Slight Injury
15:40:00,Monday,18-30,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.6000000000000001,0.0,Going straight,Unknown or other,Moving Backward,Slight Injury
15:40:00,Monday,18-30,Male,Employee,Y Shape,Dry,Daylight,Normal,Collision with roadside objects,0.6000000000000001,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
15:40:00,Monday,18-30,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.6000000000000001,0.0,Unknown,Not a Pedestrian,No distancing,Slight Injury
15:40:00,Monday,31-50,Female,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.6000000000000001,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
16:46:00,Thursday,18-30,Male,Employee,Y Shape,Wet or damp,Darkness - lights lit,Cloudy,Vehicle with vehicle collision,0.4000000000000001,0.2,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
16:46:00,Thursday,Over 51,Unknown,Employee,Y Shape,Wet or damp,Darkness - lights lit,Cloudy,Vehicle with vehicle collision,0.4000000000000001,0.2,Stopping,Not a Pedestrian,Changing lane to the left,Slight Injury
16:46:00,Thursday,31-50,Male,Owner,Y Shape,Wet or damp,Darkness - lights lit,Cloudy,Vehicle with vehicle collision,0.4000000000000001,0.2,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
17:45:00,Sunday,18-30,Male,Employee,Other,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,0.2,0.2,Overtaking,Not a Pedestrian,Changing lane to the right,Slight Injury
17:45:00,Sunday,31-50,Male,Employee,Other,Wet or damp,Darkness - lights lit,Raining,Collision with pedestrians,0.2,0.2,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
11:45:00,Saturday,Unknown,Female,Employee,Y Shape,Snow,Daylight,Snow,Vehicle with vehicle collision,0.4000000000000001,0.2,Reversing,Not a Pedestrian,Moving Backward,Slight Injury
11:45:00,Saturday,Over 51,Male,Employee,Y Shape,Snow,Daylight,Snow,Collision with roadside objects,0.4000000000000001,0.2,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
11:45:00,Saturday,31-50,Unknown,Employee,Y Shape,Snow,Daylight,Snow,Vehicle with vehicle collision,0.4000000000000001,0.2,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
11:45:00,Saturday,31-50,Male,Employee,Y Shape,Snow,Daylight,Snow,Collision with roadside objects,0.4000000000000001,0.2,Unknown,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
12:00:00,Saturday,Over 51,Male,Employee,Crossing,Snow,Daylight,Snow,Vehicle with vehicle collision,0.4000000000000001,0.2,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury
12:00:00,Saturday,Over 51,Male,Employee,Crossing,Snow,Daylight,Snow,Vehicle with vehicle collision,0.4000000000000001,0.2,Moving Backward,Not a Pedestrian,No priority to vehicle,Slight Injury
12:00:00,Saturday,18-30,Male,Employee,Crossing,Snow,Daylight,Snow,Collision with pedestrians,0.4000000000000001,0.2,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
12:00:00,Saturday,18-30,Male,Employee,Crossing,Snow,Daylight,Snow,Vehicle with vehicle collision,0.4000000000000001,0.2,Moving Backward,Not a Pedestrian,Moving Backward,Slight Injury
7:50:00,Friday,31-50,Male,Employee,No junction,Wet or damp,Daylight,Snow,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
7:50:00,Friday,31-50,Male,Employee,No junction,Wet or damp,Daylight,Snow,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
19:55:00,Sunday,18-30,Male,Employee,No junction,Dry,Darkness - no lighting,Snow,Vehicle with vehicle collision,0.2,0.2,Unknown,Not a Pedestrian,Changing lane to the right,Slight Injury
19:55:00,Sunday,31-50,Male,Employee,No junction,Dry,Darkness - no lighting,Snow,Collision with pedestrians,0.2,0.2,Going straight,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,Changing lane to the left,Slight Injury
20:30:00,Sunday,Over 51,Male,Employee,No junction,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,1.0000000000000002,Going straight,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,No priority to vehicle,Slight Injury
20:30:00,Sunday,Over 51,Male,Owner,No junction,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,1.0000000000000002,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
20:30:00,Sunday,Over 51,Male,Employee,No junction,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,1.0000000000000002,Turnover,Not a Pedestrian,Moving Backward,Slight Injury
20:30:00,Sunday,Over 51,Male,Employee,No junction,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,1.0000000000000002,Going straight,"In carriageway, statioNot a Pedestrianry - not crossing  (standing or playing)",No distancing,Slight Injury
20:30:00,Sunday,Over 51,Male,Employee,No junction,Wet or damp,Darkness - lights lit,Normal,Collision with roadside objects,0.2,1.0000000000000002,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
20:30:00,Sunday,31-50,Male,Employee,No junction,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,1.0000000000000002,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
13:57:00,Wednesday,Over 51,Unknown,Owner,Crossing,Snow,Daylight,Normal,Vehicle with vehicle collision,0.6000000000000001,0.2,Reversing,Not a Pedestrian,No distancing,Slight Injury
13:57:00,Wednesday,18-30,Male,Other,Crossing,Snow,Daylight,Normal,Vehicle with vehicle collision,0.6000000000000001,0.2,Getting off,Not a Pedestrian,Changing lane to the left,Slight Injury
13:57:00,Wednesday,Unknown,Female,Employee,Crossing,Snow,Daylight,Normal,Vehicle with vehicle collision,0.6000000000000001,0.2,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
13:57:00,Wednesday,Unknown,Female,Employee,Crossing,Snow,Daylight,Normal,Collision with roadside objects,0.6000000000000001,0.2,Getting off,Not a Pedestrian,Changing lane to the left,Slight Injury
13:45:00,Sunday,Under 18,Male,Owner,No junction,Wet or damp,Daylight,Snow,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
13:45:00,Sunday,18-30,Male,Employee,No junction,Wet or damp,Daylight,Snow,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
7:44:00,Friday,18-30,Male,Employee,Y Shape,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
7:44:00,Friday,18-30,Male,Employee,Y Shape,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Driving to the left,Slight Injury
15:35:00,Thursday,31-50,Male,Employee,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.0,0.0,Going straight,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,No distancing,Slight Injury
20:00:00,Friday,Over 51,Male,Employee,Y Shape,Wet or damp,Darkness - lights lit,Cloudy,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,Overtaking,Slight Injury
20:00:00,Friday,31-50,Male,Employee,Y Shape,Wet or damp,Darkness - lights lit,Cloudy,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
20:00:00,Friday,31-50,Male,Employee,Y Shape,Wet or damp,Darkness - lights lit,Cloudy,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,No priority to pedestrian,Slight Injury
17:46:00,Thursday,Over 51,Male,Employee,Y Shape,Snow,Darkness - lights lit,Other,Vehicle with vehicle collision,0.2,0.4000000000000001,Going straight,Not a Pedestrian,Moving Backward,Slight Injury
17:46:00,Thursday,Over 51,Male,Employee,Y Shape,Snow,Darkness - lights lit,Other,Vehicle with vehicle collision,0.2,0.4000000000000001,Moving Backward,Not a Pedestrian,Changing lane to the right,Slight Injury
17:46:00,Thursday,31-50,Male,Employee,Y Shape,Snow,Darkness - lights lit,Other,Vehicle with vehicle collision,0.2,0.4000000000000001,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
14:20:00,Friday,18-30,Male,Employee,Y Shape,Dry,Daylight,Normal,Collision with roadside objects,0.0,0.0,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
12:15:00,Sunday,31-50,Male,Employee,Y Shape,Dry,Daylight,Normal,Collision with roadside objects,0.2,0.0,Going straight,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
12:15:00,Sunday,18-30,Unknown,Employee,Y Shape,Dry,Daylight,Normal,Collision with roadside objects,0.2,0.0,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
7:40:00,Tuesday,18-30,Male,Employee,Y Shape,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,0.0,0.0,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
16:10:00,Wednesday,31-50,Male,Employee,Y Shape,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
8:35:00,Wednesday,31-50,Male,Employee,Y Shape,Wet or damp,Daylight,Windy,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury
8:35:00,Wednesday,18-30,Male,Employee,Y Shape,Wet or damp,Daylight,Windy,Collision with pedestrians,0.2,0.0,Going straight,Unknown or other,Changing lane to the right,Slight Injury
8:40:00,Wednesday,18-30,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
18:49:00,Tuesday,18-30,Male,Employee,Y Shape,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
12:46:00,Friday,31-50,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury
12:46:00,Friday,31-50,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Overtaking,Slight Injury
7:40:00,Wednesday,18-30,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
7:40:00,Wednesday,31-50,Unknown,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
6:00:00,Sunday,Unknown,Female,Employee,Crossing,Dry,Darkness - lights lit,Normal,Collision with roadside objects,0.2,0.0,Going straight,Not a Pedestrian,Driving carelessly,Serious Injury
6:00:00,Sunday,18-30,Male,Owner,Crossing,Dry,Darkness - lights lit,Normal,Collision with pedestrians,0.2,0.0,Going straight,Not a Pedestrian,Moving Backward,Serious Injury
15:00:00,Saturday,31-50,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,No distancing,Slight Injury
18:02:00,Wednesday,31-50,Male,Owner,Crossing,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,0.0,0.0,Reversing,Not a Pedestrian,No priority to vehicle,Slight Injury
21:25:00,Thursday,18-30,Male,Employee,Y Shape,Wet or damp,Darkness - lights lit,Normal,Collision with roadside objects,0.2,0.2,Going straight,Not a Pedestrian,Overturning,Slight Injury
21:25:00,Thursday,18-30,Male,Employee,Y Shape,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
21:25:00,Thursday,18-30,Unknown,Employee,Y Shape,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,No distancing,Slight Injury
16:55:00,Friday,31-50,Male,Employee,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.4000000000000001,0.4000000000000001,Unknown,Crossing from driver's nearside,Moving Backward,Slight Injury
16:55:00,Friday,31-50,Male,Owner,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.4000000000000001,0.4000000000000001,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
16:55:00,Friday,31-50,Male,Employee,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.4000000000000001,0.4000000000000001,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury
16:55:00,Friday,Unknown,Female,Employee,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.4000000000000001,0.4000000000000001,Going straight,Not a Pedestrian,No distancing,Slight Injury
16:55:00,Friday,Unknown,Female,Employee,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.4000000000000001,0.4000000000000001,Going straight,Not a Pedestrian,No distancing,Slight Injury
20:15:00,Monday,18-30,Male,Employee,No junction,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,0.2,0.2,Going straight,Not a Pedestrian,Overtaking,Slight Injury
20:15:00,Monday,18-30,Male,Owner,No junction,Dry,Darkness - no lighting,Normal,Collision with roadside objects,0.2,0.2,Going straight,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
20:15:00,Monday,18-30,Male,Employee,No junction,Dry,Darkness - no lighting,Normal,Collision with roadside objects,0.2,0.2,Unknown,Not a Pedestrian,Changing lane to the right,Slight Injury
15:30:00,Tuesday,31-50,Male,Employee,Y Shape,Dry,Daylight,Normal,Collision with roadside objects,0.0,0.0,Moving Backward,Not a Pedestrian,Changing lane to the left,Slight Injury
20:17:00,Thursday,31-50,Unknown,Owner,No junction,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
20:17:00,Thursday,31-50,Male,Employee,No junction,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,0.2,0.0,Turnover,Not a Pedestrian,Moving Backward,Slight Injury
13:07:00,Sunday,31-50,Male,Employee,Crossing,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,0.2,0.2,Turnover,Not a Pedestrian,Moving Backward,Slight Injury
13:07:00,Sunday,31-50,Male,Employee,Crossing,Wet or damp,Daylight,Raining,Collision with pedestrians,0.2,0.2,Reversing,Not a Pedestrian,Changing lane to the right,Slight Injury
13:07:00,Sunday,31-50,Male,Employee,Crossing,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,0.2,0.2,Reversing,Not a Pedestrian,No priority to vehicle,Slight Injury
16:30:00,Tuesday,31-50,Male,Employee,Crossing,Dry,Daylight,Normal,Collision with pedestrians,0.2,0.0,Reversing,Not a Pedestrian,Driving at high speed,Slight Injury
16:30:00,Tuesday,31-50,Male,Employee,Crossing,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Moving Backward,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
15:18:00,Monday,31-50,Male,Employee,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.0,0.0,Going straight,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Changing lane to the right,Serious Injury
17:40:00,Wednesday,18-30,Male,Employee,No junction,Dry,Daylight,Normal,Vehicle with vehicle collision,0.0,0.0,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
18:32:00,Tuesday,18-30,Male,Employee,No junction,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.4000000000000001,0.4000000000000001,Going straight,Not a Pedestrian,No distancing,Slight Injury
18:32:00,Tuesday,18-30,Male,Employee,No junction,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.4000000000000001,0.4000000000000001,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury
18:32:00,Tuesday,31-50,Male,Employee,No junction,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.4000000000000001,0.4000000000000001,Going straight,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No distancing,Slight Injury
18:32:00,Tuesday,Over 51,Male,Employee,No junction,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.4000000000000001,0.4000000000000001,Going straight,Not a Pedestrian,No distancing,Slight Injury
18:35:00,Saturday,31-50,Male,Employee,No junction,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury
18:35:00,Saturday,31-50,Male,Employee,No junction,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Overtaking,Slight Injury
12:10:00,Friday,18-30,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury
12:10:00,Friday,18-30,Male,Employee,Y Shape,Dry,Daylight,Normal,Vehicle with vehicle collision,0.2,0.0,Turnover,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
15:08:00,Monday,18-30,Male,Employee,Y Shape,Dry,Daylight,Unknown,Vehicle with vehicle collision,0.4000000000000001,0.6000000000000001,Going straight,Not a Pedestrian,Moving Backward,Serious Injury
15:08:00,Monday,18-30,Male,Employee,Y Shape,Dry,Daylight,Unknown,Rollover,0.4000000000000001,0.6000000000000001,Moving Backward,Not a Pedestrian,Overturning,Serious Injury
15:08:00,Monday,Over 51,Unknown,Employee,Y Shape,Dry,Daylight,Unknown,Collision with roadside objects,0.4000000000000001,0.6000000000000001,Going straight,Not a Pedestrian,Driving under the influence of drugs,Serious Injury
15:08:00,Monday,Over 51,Male,Employee,Y Shape,Dry,Daylight,Unknown,Vehicle with vehicle collision,0.4000000000000001,0.6000000000000001,Going straight,Not a Pedestrian,Changing lane to the right,Serious Injury
8:54:00,Thursday,18-30,Male,Employee,Crossing,Dry,Daylight,Normal,Vehicle with vehicle collision,0.0,0.0,Moving Backward,Not a Pedestrian,Changing lane to the left,Slight Injury
