Location,Accident_Type,Latitude,Longitude,Year,Month,Day,Hour,Minute
Aswan,Severe,30.24075290389322,29.781907337970846,,3.0,11.0,4.0,0.0
Aswan,Fatal,40.54461481636321,25.86268939662955,2021.0,1.0,29.0,18.0,0.0
Alexandria,Moderate,27.578547856374907,29.01611904147691,2020.0,10.0,24.0,11.0,0.0
Luxor,Fatal,25.41551372550559,33.491330575578274,2022.0,1.0,9.0,11.0,0.0
Aswan,Minor,22.04864457238197,33.733415098005025,2022.0,5.0,18.0,15.0,0.0
Aswan,Fatal,24.71811520245774,28.68495389539092,2023.0,6.0,20.0,15.0,0.0
Aswan,Moderate,27.510975184140083,,2024.0,1.0,17.0,17.0,0.0
Giza,Minor,26.732895099450907,32.682668634275565,2021.0,,16.0,22.0,0.0
Alexandria,Severe,29.387915697532595,29.108351481192642,2020.0,12.0,23.0,6.0,0.0
Sharm El Sheikh,Minor,26.256242840467408,25.353734632084212,2024.0,4.0,20.0,18.0,0.0
Cairo,Fatal,23.786770045778997,26.712003821658357,2022.0,9.0,5.0,12.0,0.0
Cairo,Minor,22.322849191165364,29.90363093282051,2024.0,1.0,19.0,13.0,0.0
Giza,Severe,28.17132132266775,33.40890492630115,2023.0,10.0,24.0,19.0,0.0
Giza,Severe,29.08628014223818,28.43442693523437,2020.0,8.0,11.0,8.0,0.0
Luxor,Minor,22.693345638506504,34.40324541703576,2024.0,,3.0,17.0,0.0
Luxor,Severe,27.256614153718523,10.953936278395174,2020.0,10.0,14.0,18.0,0.0
Giza,Fatal,25.952718326615866,31.123393393210783,2024.0,5.0,7.0,17.0,0.0
Sharm El Sheikh,Minor,,28.381448396058264,2020.0,4.0,5.0,0.0,0.0
Giza,Fatal,28.481343661549587,10.692717182155038,2021.0,12.0,7.0,8.0,0.0
Giza,Minor,26.344450665009894,26.663730801731237,2021.0,8.0,15.0,4.0,0.0
Giza,Minor,,,2023.0,12.0,19.0,12.0,0.0
Aswan,Severe,29.036741991727567,29.05538674530765,2021.0,8.0,,22.0,0.0
Cairo,Severe,,29.149273648404836,2021.0,3.0,18.0,22.0,0.0
Cairo,Moderate,27.263581229618723,25.27368706730132,2022.0,6.0,15.0,7.0,0.0
Sharm El Sheikh,Severe,28.661272342085166,33.84584755923915,,6.0,14.0,9.0,0.0
Luxor,Moderate,25.97498118260299,33.84882481814638,2021.0,5.0,12.0,14.0,0.0
Aswan,Fatal,29.09286296161104,26.38472957632652,2021.0,1.0,1.0,18.0,
Cairo,Severe,,28.107035353296844,2022.0,6.0,13.0,5.0,0.0
Cairo,Fatal,24.63462695764876,34.01549493764363,2020.0,3.0,24.0,18.0,0.0
Aswan,Moderate,28.51374385989501,32.017701790811444,2024.0,12.0,29.0,16.0,0.0
Sharm El Sheikh,Severe,22.359581062462507,32.77624675379472,2021.0,11.0,10.0,16.0,0.0
Alexandria,Fatal,23.608705975221188,32.35685893343302,2022.0,5.0,23.0,1.0,0.0
Alexandria,Moderate,29.979652390471486,25.017074472631574,2024.0,1.0,25.0,23.0,0.0
Luxor,Fatal,26.24650280138329,29.878615305106393,2020.0,8.0,4.0,19.0,0.0
Luxor,Severe,29.662910999414578,34.43270189573127,,4.0,20.0,0.0,0.0
Aswan,Moderate,,25.272292251119417,2023.0,1.0,30.0,4.0,0.0
Alexandria,Moderate,22.65751251314721,25.38642800542666,2021.0,12.0,12.0,11.0,0.0
Alexandria,Severe,30.941606093652965,30.702925261365472,2021.0,10.0,20.0,23.0,0.0
Luxor,Severe,,32.311513837372715,2022.0,11.0,9.0,,0.0
Luxor,Severe,23.577166402848334,34.81443415762616,2022.0,1.0,16.0,3.0,0.0
Aswan,Severe,22.571128241451625,27.565887737500407,2023.0,2.0,12.0,13.0,0.0
Giza,Severe,22.402894779764328,26.208827845631053,2022.0,1.0,12.0,5.0,0.0
Alexandria,Minor,23.985612939479527,30.935478390396103,2022.0,7.0,30.0,11.0,0.0
Aswan,Moderate,22.29597489234343,34.682093957660754,2020.0,12.0,15.0,18.0,0.0
Giza,Moderate,,33.71864214390693,2023.0,1.0,18.0,21.0,0.0
Sharm El Sheikh,Fatal,31.01744929868636,34.42696527620555,2024.0,5.0,26.0,13.0,0.0
Luxor,Minor,23.583398221281833,31.82665441183655,2022.0,3.0,19.0,7.0,0.0
Giza,Severe,24.580688969920526,33.89828618901057,2020.0,8.0,12.0,10.0,0.0
Aswan,Severe,23.363130933471556,26.194577826741515,2023.0,3.0,26.0,18.0,0.0
Giza,Severe,26.48341393429981,25.423982712450915,2023.0,9.0,19.0,6.0,0.0
Luxor,Severe,27.615276261100878,30.036216087602305,2022.0,6.0,17.0,6.0,0.0
Sharm El Sheikh,Moderate,22.824061869884442,28.381167696278432,2021.0,12.0,,3.0,0.0
Luxor,Minor,31.41689890275579,32.061295852936865,2023.0,4.0,9.0,23.0,0.0
Sharm El Sheikh,Severe,24.160756030896902,25.31649582122973,2024.0,11.0,10.0,,0.0
Aswan,Severe,24.046063885414366,32.796269116872764,2022.0,4.0,28.0,22.0,0.0
Aswan,Fatal,28.806032039648628,26.049367537963697,2021.0,9.0,20.0,7.0,0.0
Cairo,Fatal,23.639570836881955,27.775067756389234,2023.0,6.0,7.0,12.0,0.0
Aswan,Severe,25.65168090670212,31.72972804371971,2021.0,,14.0,10.0,
Luxor,Severe,27.281885026334937,29.146628592065767,2022.0,11.0,10.0,11.0,0.0
Aswan,Moderate,22.398060324202884,34.95403338777843,2020.0,5.0,27.0,19.0,0.0
Aswan,Minor,23.73119216595955,13.235192690106661,2024.0,4.0,30.0,11.0,0.0
Sharm El Sheikh,Severe,24.14206248520395,29.6897898410149,2024.0,,2.0,20.0,0.0
Luxor,Minor,30.922005767106988,25.593688652995375,2021.0,1.0,8.0,3.0,
Alexandria,Minor,30.567469831093803,,2024.0,8.0,,14.0,0.0
Luxor,Moderate,30.511226694484584,33.44937379400912,2021.0,4.0,7.0,1.0,0.0
Sharm El Sheikh,Minor,24.57096740710923,26.35397461700682,2022.0,8.0,15.0,8.0,0.0
Cairo,Minor,24.149230451674082,29.79639715401685,2022.0,12.0,19.0,18.0,0.0
Sharm El Sheikh,Minor,24.921497842051142,33.77528800941735,2023.0,8.0,9.0,18.0,0.0
Cairo,Fatal,22.396829232685892,29.724647671306066,,7.0,10.0,17.0,0.0
Sharm El Sheikh,Fatal,27.744647337861572,27.322519274362715,2023.0,3.0,25.0,7.0,0.0
Sharm El Sheikh,Severe,24.026705541587592,,2023.0,,14.0,8.0,0.0
Aswan,Minor,22.603331815469414,26.55324869444941,2023.0,7.0,20.0,18.0,0.0
Luxor,Fatal,30.089864589844495,26.3960293976259,2024.0,2.0,,17.0,0.0
Aswan,Moderate,27.6760854163847,31.942125042206904,2023.0,10.0,21.0,13.0,0.0
Giza,Minor,28.794283692002224,32.47326173818551,2021.0,11.0,8.0,16.0,0.0
Giza,Minor,27.790944794085355,29.080521533094288,2022.0,9.0,18.0,17.0,0.0
Cairo,Moderate,29.7746095535069,28.02235802665851,2022.0,6.0,14.0,7.0,
Luxor,Severe,29.725093345016155,31.382417849559257,2020.0,4.0,23.0,11.0,0.0
Luxor,Minor,30.08508391311688,28.881410338006415,2024.0,7.0,10.0,17.0,0.0
Giza,Severe,23.313203322141298,27.485156064510086,2021.0,3.0,26.0,,0.0
Cairo,Minor,23.20781700496714,30.98298030087401,2020.0,1.0,9.0,15.0,0.0
Sharm El Sheikh,Severe,25.712073049287397,30.965406610067323,2020.0,3.0,15.0,7.0,
Alexandria,Fatal,41.98782791713518,27.13963601335544,2022.0,4.0,21.0,18.0,0.0
Cairo,Severe,30.49370197351834,34.81669429813363,2022.0,1.0,18.0,2.0,0.0
Alexandria,Fatal,27.20213166074032,25.66412402364112,2024.0,9.0,12.0,5.0,0.0
Alexandria,Moderate,22.83353650296199,28.028793192722937,2021.0,2.0,17.0,21.0,0.0
Aswan,Fatal,,27.845123581650817,2020.0,12.0,27.0,0.0,0.0
Aswan,Minor,29.160603245688787,33.18766827996615,2020.0,3.0,,13.0,0.0
Cairo,Fatal,28.76193918091269,34.67763490107025,2021.0,5.0,24.0,13.0,0.0
Aswan,Fatal,25.14504065730348,32.69702411000242,2022.0,11.0,10.0,4.0,0.0
Sharm El Sheikh,Fatal,25.831426420481577,25.080947038821623,,1.0,29.0,5.0,0.0
Cairo,Moderate,24.727530044706914,32.62201696936571,2021.0,12.0,20.0,5.0,0.0
Alexandria,Moderate,23.835557294802438,25.592461378671622,2020.0,3.0,6.0,20.0,0.0
Cairo,Moderate,22.98040483953486,27.74324508724712,2023.0,8.0,22.0,5.0,0.0
Alexandria,Minor,30.11336128561453,26.281224227409687,2022.0,4.0,14.0,0.0,0.0
Aswan,Minor,28.843154140094487,33.63542595232734,2021.0,2.0,4.0,12.0,0.0
Cairo,Minor,25.327644903037992,33.591716557641874,2024.0,6.0,26.0,12.0,0.0
Cairo,Fatal,26.576416216295605,27.252392369106456,2021.0,5.0,5.0,20.0,0.0
Cairo,Fatal,31.076583738647543,34.13808389020086,2024.0,4.0,22.0,5.0,0.0
Giza,Minor,22.63619334842188,27.77938990040908,2020.0,6.0,,11.0,0.0
Giza,Fatal,,29.342599067766358,2022.0,5.0,1.0,12.0,0.0
Sharm El Sheikh,Moderate,24.475026080487716,13.148693891879189,2020.0,5.0,3.0,22.0,
Cairo,Minor,26.275189637370712,32.23215026707006,2021.0,11.0,6.0,10.0,0.0
Aswan,Minor,22.61445861455588,31.639063090798953,,4.0,,21.0,0.0
Aswan,Severe,30.85947451999759,34.48962374445767,2021.0,5.0,15.0,13.0,0.0
Luxor,Severe,41.509539140855495,29.16123655606406,2022.0,12.0,8.0,22.0,
Sharm El Sheikh,Minor,40.0409186077655,30.352732458571296,2020.0,12.0,21.0,16.0,0.0
Giza,Minor,26.848552437568195,25.516222602007964,2020.0,4.0,16.0,22.0,0.0
Sharm El Sheikh,Minor,28.4350921593173,30.67865026955622,2023.0,1.0,10.0,18.0,0.0
Aswan,Fatal,22.302396818379005,32.52498058717298,2023.0,6.0,27.0,21.0,0.0
Alexandria,Moderate,25.12613372542387,34.17051584689099,,3.0,26.0,,0.0
Luxor,Minor,29.797084914118944,,2022.0,12.0,10.0,9.0,0.0
Sharm El Sheikh,Severe,31.089448235162962,31.280831312310866,2022.0,5.0,4.0,3.0,0.0
Alexandria,Severe,24.7002834962838,28.109187803627435,2022.0,11.0,21.0,7.0,0.0
Sharm El Sheikh,Moderate,40.83162943099333,31.36905995935427,2023.0,10.0,21.0,18.0,0.0
Luxor,Moderate,23.978035051104783,26.602132175521213,2024.0,8.0,19.0,17.0,0.0
Alexandria,Minor,23.14685991352903,29.527129625367888,2024.0,3.0,26.0,21.0,0.0
Aswan,Fatal,30.930917300436455,27.82253776488943,2020.0,7.0,19.0,2.0,
Giza,Severe,29.67911687692292,32.94382006414083,2023.0,10.0,28.0,20.0,0.0
Aswan,Severe,25.52277273208674,26.56843562408686,2024.0,2.0,2.0,21.0,0.0
Giza,Fatal,26.6135026664868,29.227562471343234,2022.0,2.0,27.0,10.0,0.0
Giza,Moderate,28.93977071794578,30.63028279227222,2023.0,6.0,2.0,8.0,0.0
Cairo,Minor,30.15550027786411,26.49874889133688,2024.0,10.0,31.0,17.0,0.0
Giza,Severe,22.793275798757936,31.082321240398535,2021.0,,,21.0,0.0
Aswan,Severe,22.646076895676877,25.953335202299538,2023.0,6.0,9.0,16.0,0.0
Alexandria,Moderate,22.294433153257714,29.042475907178257,2022.0,6.0,4.0,0.0,0.0
Alexandria,Moderate,22.38157610055564,27.881556174158064,2023.0,5.0,12.0,22.0,0.0
Giza,Minor,25.424657662292578,31.584895202610777,2024.0,7.0,20.0,14.0,0.0
Giza,Fatal,28.28002252988579,27.721185501412833,2024.0,6.0,1.0,,0.0
Aswan,Minor,29.919417718296536,32.38162051826423,2024.0,4.0,21.0,20.0,0.0
Alexandria,Minor,25.772456747236053,28.469911787676683,2022.0,9.0,11.0,17.0,0.0
Luxor,Moderate,29.725188837245838,29.629997560818406,2023.0,3.0,24.0,0.0,0.0
Sharm El Sheikh,Fatal,40.57561023916321,30.76785654651429,2023.0,,26.0,1.0,0.0
Alexandria,Moderate,22.514778369400027,26.486134627733165,2021.0,8.0,12.0,17.0,0.0
Cairo,Fatal,26.73956441022424,28.721324305019625,2021.0,5.0,19.0,18.0,0.0
Sharm El Sheikh,Moderate,24.017261230428478,26.149218462218318,2021.0,7.0,17.0,21.0,0.0
Cairo,Severe,30.981867528574462,28.13999299065598,2022.0,12.0,6.0,12.0,0.0
Luxor,Severe,27.781290590032356,30.929521050825198,2023.0,7.0,31.0,10.0,0.0
Sharm El Sheikh,Minor,29.73189964527265,,2020.0,5.0,4.0,9.0,0.0
Luxor,Severe,23.84606361553996,33.63100345097112,2020.0,4.0,10.0,13.0,0.0
Aswan,Minor,22.696184796368623,29.0149160662817,2020.0,8.0,12.0,9.0,0.0
Alexandria,Severe,29.89973564730181,34.92386214023652,,2.0,10.0,20.0,0.0
Sharm El Sheikh,Moderate,22.047918490874444,28.24817956701809,2024.0,4.0,13.0,0.0,0.0
Luxor,Fatal,29.177885747645554,33.4645049608408,2021.0,3.0,20.0,23.0,0.0
Giza,Severe,,33.73753610257772,2021.0,10.0,17.0,0.0,0.0
Luxor,Fatal,,34.013258441395976,2020.0,1.0,31.0,,
Alexandria,Minor,26.548749981363656,28.727012926573423,2020.0,6.0,25.0,18.0,0.0
Alexandria,Severe,23.735230105409517,28.573846058535707,2024.0,2.0,6.0,2.0,0.0
Giza,Fatal,24.388943518454393,26.240072713992266,2023.0,1.0,14.0,13.0,0.0
Giza,Severe,30.7533643815093,26.857835949144004,,2.0,19.0,21.0,0.0
Giza,Minor,,31.303028454376097,2023.0,12.0,7.0,23.0,0.0
Alexandria,Minor,29.152615747179986,29.007526306121033,2020.0,11.0,14.0,13.0,0.0
Cairo,Fatal,25.55925827957995,32.44128625163762,2020.0,5.0,20.0,6.0,0.0
Luxor,Severe,31.170961942409964,31.12845210069278,2024.0,12.0,10.0,18.0,0.0
Aswan,Severe,30.912329076148236,26.414694808585118,2021.0,6.0,,1.0,0.0
Alexandria,Severe,30.576370583573496,32.34210750242164,2023.0,,1.0,16.0,0.0
Alexandria,Fatal,28.741726286613442,31.081219317547802,2020.0,7.0,11.0,,0.0
Sharm El Sheikh,Fatal,27.18051455562894,28.070689945186537,2021.0,7.0,18.0,0.0,0.0
Sharm El Sheikh,Severe,27.857985156205725,33.91590057652403,2020.0,9.0,25.0,5.0,0.0
Sharm El Sheikh,Fatal,30.65845953723651,32.235804129346675,,,20.0,7.0,0.0
Alexandria,Fatal,28.989912363236396,30.41190597928079,2020.0,11.0,29.0,4.0,0.0
Luxor,Minor,25.274986270663586,34.30522517214672,2022.0,9.0,25.0,18.0,0.0
Cairo,Minor,41.203349174131446,28.554563489011556,2020.0,11.0,23.0,12.0,0.0
Alexandria,Minor,29.557073408195556,27.865678633227642,2024.0,9.0,4.0,23.0,0.0
Alexandria,Moderate,25.52612520099803,10.275501547992919,2024.0,5.0,26.0,10.0,0.0
Alexandria,Fatal,27.06875552223579,29.01720380150019,2021.0,5.0,3.0,9.0,0.0
Luxor,Fatal,29.868189582764145,29.388586030622747,2024.0,10.0,12.0,20.0,0.0
Giza,Moderate,29.138089946005547,28.109360828000447,2021.0,11.0,29.0,18.0,0.0
Sharm El Sheikh,Severe,22.91862812576207,32.2064279946679,2024.0,,18.0,1.0,0.0
Sharm El Sheikh,Fatal,30.373960510757705,30.12127208479244,2021.0,12.0,3.0,3.0,0.0
Aswan,Fatal,29.645868827451338,28.269069768826473,2024.0,1.0,4.0,17.0,0.0
Giza,Fatal,24.380561424776523,27.618028765659567,2024.0,5.0,8.0,2.0,0.0
Alexandria,Fatal,31.46197435293854,33.93480960760087,2024.0,9.0,19.0,16.0,0.0
Cairo,Moderate,26.388631432544948,33.37647448306647,2023.0,3.0,22.0,3.0,0.0
Aswan,Minor,22.733498461824993,33.56263825991798,2024.0,3.0,22.0,15.0,0.0
Giza,Moderate,26.993199710390925,30.349660016166606,2024.0,7.0,25.0,5.0,0.0
Giza,Minor,26.587021648452097,26.375334740540417,2022.0,11.0,16.0,3.0,0.0
Cairo,Fatal,22.432172278272624,13.850949926567361,2023.0,2.0,3.0,16.0,0.0
Giza,Severe,22.536993769178025,25.302930079511217,2022.0,9.0,6.0,20.0,0.0
Aswan,Moderate,28.147211639142306,34.5652983593786,2021.0,,29.0,7.0,0.0
Luxor,Fatal,27.74772914076048,28.219589139548937,2021.0,12.0,27.0,6.0,0.0
Luxor,Moderate,28.582716643890254,25.57378909521948,2023.0,8.0,27.0,13.0,0.0
Sharm El Sheikh,Severe,40.29172870001514,34.223797029436625,2020.0,5.0,25.0,9.0,0.0
Luxor,Minor,26.252278621036616,34.49077690884458,2021.0,2.0,12.0,7.0,0.0
Luxor,Fatal,26.599912639606487,29.836346197662746,2021.0,,20.0,17.0,0.0
Sharm El Sheikh,Fatal,,27.158309181972783,2023.0,4.0,11.0,0.0,0.0
Cairo,Severe,23.440177789541924,30.63137669368153,2021.0,11.0,15.0,8.0,0.0
Alexandria,Moderate,22.361832068207956,30.08283557852485,2021.0,12.0,1.0,17.0,0.0
Sharm El Sheikh,Severe,,32.79617424084934,2020.0,12.0,16.0,18.0,0.0
Sharm El Sheikh,Fatal,27.942957546569048,30.891936006370294,2023.0,2.0,17.0,22.0,0.0
Giza,Severe,,32.238752279406135,2024.0,8.0,15.0,9.0,0.0
Giza,Minor,30.00182496710611,30.811230340195397,2022.0,4.0,27.0,18.0,0.0
Alexandria,Minor,23.29160811326543,29.143122540143818,2023.0,6.0,23.0,3.0,0.0
Giza,Fatal,24.873028990999874,32.4884769476245,2022.0,,28.0,16.0,0.0
Cairo,Minor,23.71028815795821,31.04402022142721,2022.0,11.0,12.0,0.0,0.0
Sharm El Sheikh,Moderate,31.017260485459502,29.83333865051243,2023.0,12.0,10.0,6.0,0.0
Cairo,Moderate,,27.080374787483578,2021.0,6.0,14.0,1.0,0.0
Giza,Moderate,27.229340524974248,30.36932486778338,2023.0,6.0,2.0,11.0,0.0
Giza,Moderate,23.037383118679994,28.674184434406147,2021.0,8.0,10.0,15.0,0.0
Giza,Fatal,30.415018514564963,27.413751363164394,2020.0,3.0,22.0,23.0,0.0
Sharm El Sheikh,Minor,29.4597444960077,33.46501892791815,2021.0,3.0,,1.0,0.0
Sharm El Sheikh,Moderate,29.17320935015156,33.02569809753995,2024.0,8.0,17.0,8.0,0.0
Luxor,Minor,31.43918142466604,26.182595462291843,2023.0,10.0,21.0,23.0,0.0
Sharm El Sheikh,Moderate,29.55823940228314,27.13237928955556,2021.0,1.0,29.0,9.0,0.0
Luxor,Minor,27.876087644351106,30.425020870242797,2020.0,6.0,1.0,17.0,0.0
Luxor,Minor,29.157413295884332,29.67455605041249,2021.0,12.0,14.0,10.0,0.0
Luxor,Fatal,28.05038457457641,32.08902871581375,,1.0,1.0,18.0,0.0
Cairo,Severe,27.9915584250446,,2022.0,2.0,15.0,9.0,0.0
Giza,Minor,27.688032612286154,34.85353299420285,2020.0,12.0,29.0,10.0,0.0
Giza,Severe,27.090418317458763,28.145288057466257,2021.0,10.0,11.0,4.0,0.0
Luxor,Fatal,26.78401756132132,27.333586758168448,2023.0,12.0,20.0,5.0,0.0
Giza,Minor,26.107677739297188,31.589539638803092,2022.0,5.0,8.0,4.0,0.0
Alexandria,Minor,28.322135164993387,29.47554818234628,2020.0,9.0,11.0,3.0,0.0
Giza,Fatal,29.93030382971294,31.448776151819548,2021.0,10.0,16.0,,0.0
Luxor,Minor,26.364464176779833,33.05728664810634,2024.0,11.0,15.0,,0.0
Giza,Minor,28.58640115735909,27.82502346533536,2024.0,4.0,3.0,,0.0
Alexandria,Minor,31.32289707343707,34.29493474570867,2024.0,7.0,19.0,23.0,
Giza,Moderate,30.38826655884105,,2021.0,10.0,31.0,,0.0
Luxor,Moderate,31.417673107555395,30.43849693328788,2020.0,3.0,17.0,22.0,0.0
Giza,Minor,,29.852033037483036,2022.0,4.0,12.0,10.0,0.0
Giza,Minor,26.85862081603489,30.332377962916265,2020.0,2.0,25.0,21.0,0.0
Luxor,Minor,30.359214477903514,27.087363738732467,2023.0,3.0,8.0,21.0,0.0
Aswan,Moderate,26.759393331000204,26.25915495648313,2024.0,3.0,17.0,10.0,0.0
Cairo,Severe,26.686849203296216,34.39569515241848,2022.0,4.0,30.0,23.0,0.0
Luxor,Minor,29.20732182305685,32.64917626730383,2023.0,4.0,8.0,19.0,0.0
Sharm El Sheikh,Severe,24.39982995301041,,2023.0,5.0,26.0,22.0,0.0
Alexandria,Severe,26.324197562796698,31.797319683130727,2021.0,3.0,31.0,12.0,0.0
Sharm El Sheikh,Minor,28.61030476141352,28.839221664668212,2023.0,8.0,10.0,20.0,
Giza,Moderate,,28.05707373162938,2024.0,,14.0,2.0,0.0
Cairo,Minor,28.679627927697236,26.94955354733332,2023.0,4.0,23.0,1.0,0.0
Luxor,Severe,24.541339187822917,34.92371970261146,2020.0,,,2.0,0.0
Giza,Fatal,26.731574125031873,26.729475129892585,2022.0,2.0,3.0,22.0,0.0
Cairo,Fatal,28.632175939916653,26.022962913167994,2023.0,5.0,7.0,7.0,0.0
Cairo,Fatal,26.832174718798097,31.89370578082575,2023.0,7.0,21.0,9.0,0.0
Luxor,Severe,26.254677710360372,31.45891346222681,2020.0,2.0,19.0,11.0,0.0
Cairo,Severe,,32.521275031968855,2023.0,5.0,22.0,23.0,0.0
Giza,Fatal,23.701268441823224,27.866689589883336,2021.0,7.0,4.0,1.0,0.0
Sharm El Sheikh,Moderate,24.711339768185947,11.058658750031515,2021.0,6.0,16.0,18.0,0.0
Alexandria,Fatal,22.348551761208626,33.98634717198322,2023.0,4.0,25.0,5.0,
Sharm El Sheikh,Moderate,26.794496864248778,33.23350950542716,2022.0,10.0,31.0,19.0,0.0
Aswan,Severe,30.009573406199934,28.99785982974909,2024.0,7.0,6.0,12.0,0.0
Giza,Moderate,27.850531908040097,27.077114413849454,2023.0,,10.0,22.0,0.0
Giza,Moderate,26.40098847615448,,2023.0,2.0,22.0,18.0,0.0
Cairo,Minor,31.31307015597446,31.08637475983673,2021.0,2.0,28.0,0.0,0.0
Giza,Severe,,28.17764951462199,2020.0,8.0,15.0,8.0,0.0
Giza,Moderate,24.052790438997157,34.11327848186552,2020.0,11.0,11.0,3.0,0.0
Luxor,Severe,30.956696568910246,27.15172624796083,2023.0,8.0,4.0,22.0,0.0
Luxor,Severe,22.24522974272255,27.99029924275738,2024.0,11.0,29.0,7.0,0.0
Luxor,Fatal,,30.526219227028662,2023.0,7.0,10.0,0.0,
Luxor,Severe,25.452340485997517,27.235887568985856,2024.0,9.0,16.0,2.0,0.0
Giza,Minor,,25.001415123504206,2022.0,2.0,2.0,15.0,0.0
Alexandria,Fatal,30.30526517342578,32.33767896540355,2022.0,10.0,10.0,20.0,0.0
Sharm El Sheikh,Severe,24.45637707513079,27.917713460443125,2021.0,5.0,14.0,20.0,0.0
Sharm El Sheikh,Minor,27.236198533011496,,2023.0,7.0,17.0,12.0,0.0
Sharm El Sheikh,Minor,23.913277423420254,27.600409711637585,2022.0,7.0,27.0,7.0,0.0
Aswan,Minor,23.419618549482436,25.688963413530125,2022.0,10.0,24.0,,0.0
Luxor,Minor,31.488819769445886,33.49225450496915,2023.0,8.0,11.0,12.0,0.0
Giza,Severe,24.84246720212692,14.40278041900122,2020.0,3.0,9.0,18.0,0.0
Luxor,Fatal,40.47856501381459,32.94588550429107,2023.0,2.0,4.0,21.0,0.0
Giza,Minor,27.30051847283815,29.49445398763028,2022.0,10.0,13.0,16.0,0.0
Luxor,Fatal,23.124594081186267,28.28472140341779,2021.0,12.0,7.0,10.0,0.0
Luxor,Minor,24.861479678588257,32.539467521887104,2020.0,,17.0,0.0,0.0
Luxor,Minor,29.186158041918155,,2023.0,2.0,26.0,4.0,0.0
Cairo,Moderate,22.852591496572234,30.434536337847078,2020.0,9.0,13.0,,0.0
Giza,Fatal,26.11796460299625,32.76643839654219,2024.0,9.0,26.0,10.0,0.0
Luxor,Minor,30.7963623655303,31.243506315571555,2020.0,9.0,,13.0,0.0
Aswan,Fatal,23.909822692047545,28.536765767435945,2024.0,1.0,11.0,0.0,0.0
Cairo,Minor,22.67062716949007,33.27110404712428,2023.0,11.0,9.0,5.0,0.0
Giza,Minor,26.99628602738979,30.958826691168518,2024.0,5.0,11.0,7.0,0.0
Sharm El Sheikh,Fatal,31.237089858755837,33.1283606650622,2022.0,11.0,21.0,17.0,
Sharm El Sheikh,Severe,28.72060597833874,26.238608942004372,2023.0,11.0,12.0,11.0,0.0
Cairo,Moderate,28.841467837071495,33.20946833457482,2021.0,4.0,22.0,21.0,0.0
Aswan,Moderate,26.743100432488028,25.963183634735916,2023.0,12.0,27.0,8.0,0.0
Luxor,Severe,28.06590325761374,25.643553643197073,2020.0,4.0,28.0,14.0,0.0
Giza,Minor,23.71176999118811,25.159830062566318,,8.0,5.0,14.0,0.0
Giza,Severe,22.619230010078546,26.1102532222699,2021.0,1.0,21.0,10.0,0.0
Luxor,Fatal,29.961851509986328,28.58331751468669,2021.0,1.0,20.0,9.0,0.0
Aswan,Moderate,31.10954642125086,32.9510784650938,,5.0,4.0,,0.0
Sharm El Sheikh,Severe,30.31579919183767,,2024.0,12.0,28.0,5.0,0.0
Giza,Minor,,28.39629861877048,2024.0,12.0,9.0,20.0,0.0
Aswan,Minor,24.55700212021909,31.013771296173598,2023.0,11.0,9.0,9.0,0.0
Aswan,Severe,27.413964234077387,12.163840925360962,2024.0,3.0,1.0,0.0,0.0
Giza,Minor,24.56168642171214,31.67487280147418,2024.0,5.0,,18.0,0.0
Cairo,Fatal,30.851565716422243,25.827890571723447,2021.0,3.0,16.0,16.0,0.0
Luxor,Severe,24.980311551806622,31.392377611047856,2020.0,10.0,10.0,21.0,0.0
Aswan,Severe,28.304849125821157,34.31299422773517,2021.0,11.0,29.0,22.0,0.0
Sharm El Sheikh,Severe,28.005460563910766,27.28706251053933,2023.0,8.0,17.0,14.0,0.0
Luxor,Minor,22.01990394009335,31.733630637775086,2020.0,2.0,16.0,2.0,0.0
Luxor,Fatal,22.473678835923597,32.05704932879941,2024.0,8.0,29.0,15.0,0.0
Sharm El Sheikh,Fatal,28.909141617161318,30.28105340509319,2020.0,11.0,29.0,10.0,
Luxor,Moderate,27.181823740591884,30.50148478955233,2024.0,6.0,23.0,2.0,0.0
Aswan,Minor,24.780372192087476,25.00133713118825,2021.0,8.0,30.0,9.0,0.0
Sharm El Sheikh,Fatal,23.25851134992523,34.81987408061146,2022.0,2.0,16.0,18.0,0.0
Giza,Minor,29.21383144558763,26.41275727883753,2021.0,2.0,16.0,19.0,0.0
Giza,Severe,30.909066041671036,33.64239864292289,2023.0,6.0,24.0,4.0,0.0
Aswan,Minor,24.788126297584043,26.29512503951222,2022.0,10.0,14.0,4.0,0.0
Alexandria,Moderate,29.492977415796155,29.449993798020753,2021.0,4.0,23.0,5.0,0.0
Alexandria,Fatal,23.790226693306167,32.22193743646663,2024.0,3.0,13.0,19.0,
Aswan,Minor,30.815058605382966,31.6999883382023,2023.0,,2.0,17.0,0.0
Cairo,Severe,27.962475881268666,34.12502555415782,2020.0,6.0,4.0,10.0,
Cairo,Minor,28.93592119488475,27.530848557311103,2020.0,1.0,1.0,4.0,0.0
Cairo,Fatal,31.08001836556437,25.528950016121897,2021.0,1.0,19.0,11.0,0.0
Sharm El Sheikh,Moderate,24.01233765018224,,2022.0,11.0,19.0,18.0,0.0
Sharm El Sheikh,Moderate,,31.9227939044655,2020.0,5.0,13.0,9.0,0.0
Aswan,Moderate,29.717279851241862,30.605880993106,2023.0,3.0,2.0,10.0,0.0
